id,time,F_x
9,18,0.537530285
9,19,0.519252114
9,20,0.085716449
9,21,0.344665573
9,22,0.862210208
9,23,0.745344875
9,24,0.745851549
9,25,0.899765922
9,26,0.404543996
9,27,0.674968393
9,28,0.589823688
9,29,0.837438961
9,30,1
9,31,0.453117129
9,32,0.913973114
9,33,0.679303655
9,34,0.897303705
9,35,0.821202296
9,36,0.407269397
9,37,0.946217358
9,38,0.323125127
9,39,0.674397112
9,40,0.919306708
9,41,0.292688065
9,42,0.557905152
9,43,0.535021073
9,44,0.612867363
9,45,0.665542474
9,46,0.467662643
9,47,0.633690838
9,48,0.987382094
9,49,0.841018178
9,50,0.863274811
9,51,0.661851899
9,52,0.417707192
9,53,0.600438205
9,54,0.673942122
9,55,0.770748321
9,56,0.682278003
9,57,0.408195672
9,58,0.305235022
9,59,0.269271192
9,60,0.404131899
10,1,0.250786974
10,2,0.424840734
10,3,0.192189669
10,4,0.398592547
10,5,0.073338262
10,6,0.490370811
10,7,0.300462194
10,8,0.49816067
10,9,0.411408046
10,10,0.234626523
10,11,0.225808719
10,12,0
10,13,0.432262632
10,14,0.421651548
10,15,0.379685132
10,16,0.70840665
10,17,0.494507323
10,18,0.584222179
10,19,0.564280816
10,20,0.479129051
10,21,0.289953926
10,22,0.561741284
10,23,0.342945606
10,24,0.142791241
10,25,0.679543642
10,26,0.990074466
10,27,0.306004966
10,28,0.491006543
10,29,0.698332703
10,30,0.032830043
10,31,0.059724196
10,32,0.370936394
10,33,0.58508753
10,34,1
10,35,0.971762008
10,36,0.648260667
10,37,0.569042551
10,38,0.310120466
10,39,0.064342717
10,40,0.378535774
10,41,0.412532952
10,42,0.436530492
10,43,0.751796827
10,44,0.444473813
10,45,0.737825086
10,46,0.546779692
10,47,0.507697643
10,48,0.114560737
10,49,0.509703261
10,50,0.481826604
10,51,0.228604985
10,52,0.408252943
10,53,0.413853678
10,54,0.431111877
10,55,0.499656357
10,56,0.628151231
10,57,0.422574297
10,58,0.491192481
10,59,0.367128114
10,60,0.521729018
11,1,0.162986565
11,2,0.471413823
11,3,0.069546332
11,4,0.451971556
11,5,0.236925727
11,6,0.287813666
11,7,0.224834337
11,8,0.294563088
11,9,0.377865556
11,10,0.51744951
11,11,0.560162278
11,12,0.500687064
11,13,0.737789495
11,14,0.545724499
11,15,0.75445874
11,16,1
11,17,0.293032735
11,18,0.305442824
11,19,0.847837808
11,20,0.477172325
11,21,0.615618011
11,22,0.862659384
11,23,0.351860984
11,24,0.362301601
11,25,0.637516807
11,26,0.636093081
11,27,0.71818311
11,28,0.675468302
11,29,0.218110186
11,30,0.51325214
11,31,0.469919855
11,32,0
11,33,0.239398204
11,34,0.697499061
11,35,0.255741997
11,36,0.54595403
11,37,0.075201135
11,38,0.581228908
11,39,0.722840217
11,40,0.747186728
11,41,0.395452119
11,42,0.291147374
11,43,0.685870677
11,44,0.465899512
11,45,0.461965688
11,46,0.685440278
11,47,0.842665801
11,48,0.263819156
11,49,0.333066175
11,50,0.44813157
11,51,0.598527213
11,52,0.74475767
11,53,0.551205955
11,54,0.348685393
11,55,0.682378137
11,56,0.560359969
11,57,0.391383488
11,58,0.589418016
11,59,0.477411151
11,60,0.794646899
12,1,0.191149858
12,2,0.401471906
12,3,0.407691507
12,4,0.199818726
12,5,0.396090273
12,6,0.418171501
12,7,0.54272792
12,8,0.11224276
12,9,0.192617818
12,10,0.371305869
12,11,0
12,12,0.157747339
12,13,0.111132582
12,14,0.534154567
12,15,0.312887973
12,16,1
12,17,0.590198421
12,18,0.552559966
12,19,0.36736019
12,20,0.347282731
12,21,0.565302544
12,22,0.614348894
12,23,0.639204753
12,24,0.620627617
12,25,0.628476064
12,26,0.441404938
12,27,0.420291073
12,28,0.287805639
12,29,0.396422894
12,30,0.481138875
12,31,0.169482592
12,32,0.325526503
12,33,0.308056381
12,34,0.379459106
12,35,0.314218372
12,36,0.360066219
12,37,0.190613252
12,38,0.202569979
12,39,0.169355696
12,40,0.428144654
12,41,0.435330296
12,42,0.084160549
12,43,0.215460837
12,44,0.335349616
12,45,0.491450131
12,46,0.415878896
12,47,0.488649924
12,48,0.14661175
12,49,0.252996987
12,50,0.142211393
12,51,0.363008981
12,52,0.213501565
12,53,0.451143327
12,54,0.075753415
12,55,0.370889165
12,56,0.032344537
12,57,0.237029762
12,58,0.361000491
12,59,0.419033949
12,60,0.394040665
13,1,0
13,2,0.87007874
13,3,0.964566929
13,4,0.952755906
13,5,0.952755906
13,6,0.992125984
13,7,0.92519685
13,8,0.984251969
13,9,0.988188976
13,10,0.929133858
13,11,0.921259843
13,12,0.933070866
13,13,0.933070866
13,14,0.897637795
13,15,0.854330709
13,16,0.830708661
13,17,0.921259843
13,18,0.952755906
13,19,0.913385827
13,20,0.88976378
13,21,0.858267717
13,22,0.854330709
13,23,0.858267717
13,24,0.88976378
13,25,0.929133858
13,26,0.913385827
13,27,0.964566929
13,28,0.980314961
13,29,0.996062992
13,30,0.952755906
13,31,0.893700787
13,32,0.842519685
13,33,0.921259843
13,34,0.921259843
13,35,0.917322835
13,36,0.822834646
13,37,0.866141732
13,38,0.901574803
13,39,0.913385827
13,40,0.88976378
13,41,0.874015748
13,42,0.893700787
13,43,0.885826772
13,44,0.850393701
13,45,0.830708661
13,46,0.81496063
13,47,0.803149606
13,48,0.877952756
13,49,0.874015748
13,50,0.846456693
13,51,0.822834646
13,52,0.885826772
13,53,0.87007874
13,54,0.826771654
13,55,0.791338583
13,56,0.787401575
13,57,0.799212598
13,58,0.866141732
13,59,0.850393701
13,60,0.803149606
14,1,0
14,2,0.045112782
14,3,0.090225564
14,4,0.210526316
14,5,0.395989975
14,6,0.498746867
14,7,0.503759398
14,8,0.573934837
14,9,0.626566416
14,10,0.719298246
14,11,0.756892231
14,12,0.80952381
14,13,0.824561404
14,14,0.807017544
14,15,0.859649123
14,16,0.897243108
14,17,0.879699248
14,18,0.824561404
14,19,0.794486216
14,20,0.844611529
14,21,0.869674185
14,22,0.877192982
14,23,0.882205514
14,24,0.927318296
14,25,0.959899749
14,26,0.929824561
14,27,0.874686717
14,28,0.832080201
14,29,0.844611529
14,30,0.887218045
14,31,0.857142857
14,32,0.847117794
14,33,0.824561404
14,34,0.796992481
14,35,0.812030075
14,36,0.80952381
14,37,0.786967419
14,38,0.84962406
14,39,0.847117794
14,40,0.847117794
14,41,0.857142857
14,42,0.86716792
14,43,0.839598997
14,44,0.804511278
14,45,0.786967419
14,46,0.77443609
14,47,0.819548872
14,48,0.814536341
14,49,0.84962406
14,50,0.984962406
14,51,0.977443609
14,52,0.90726817
14,53,0.862155388
14,54,0.832080201
14,55,0.817042607
14,56,0.92481203
14,57,0.917293233
14,58,0.874686717
14,59,0.847117794
14,60,0.869674185
15,1,0
15,2,0.857463422
15,3,0.963902645
15,4,0.863296296
15,5,0.964888621
15,6,0.911686801
15,7,0.83619571
15,8,0.947470942
15,9,0.978010659
15,10,0.911896657
15,11,0.89554063
15,12,0.922702901
15,13,0.872845415
15,14,0.894666257
15,15,0.850640991
15,16,0.716056907
15,17,0.847455785
15,18,0.960857942
15,19,0.852290774
15,20,0.817354934
15,21,0.808140636
15,22,0.866675146
15,23,0.755629576
15,24,0.8923469
15,25,0.930508481
15,26,0.899830926
15,27,0.88205642
15,28,0.868833828
15,29,1
15,30,0.930965583
15,31,0.860599408
15,32,0.816644673
15,33,0.90157881
15,34,0.899272574
15,35,0.94108861
15,36,0.823209083
15,37,0.83345529
15,38,0.914209913
15,39,0.975480195
15,40,0.863963809
15,41,0.888539011
15,42,0.795287862
15,43,0.908355811
15,44,0.784786713
15,45,0.7790869
15,46,0.816914108
15,47,0.75068996
15,48,0.723553139
15,49,0.730593314
15,50,0.738669411
15,51,0.817240972
15,52,0.820156352
15,53,0.814834582
15,54,0.737588641
15,55,0.854545324
15,56,0.744790026
15,57,0.727029438
15,58,0.842488277
15,59,0.732317672
15,60,0.744878558
16,1,0
16,2,0.075234502
16,3,0.091723002
16,4,0.210651164
16,5,0.407234085
16,6,0.519157047
16,7,0.471478087
16,8,0.570716674
16,9,0.544173066
16,10,0.719290046
16,11,0.686932085
16,12,0.779947932
16,13,0.811438886
16,14,0.746544434
16,15,0.896615251
16,16,0.847592513
16,17,0.825247302
16,18,0.833154933
16,19,0.831770038
16,20,0.829792665
16,21,0.79563454
16,22,0.903297727
16,23,0.821725267
16,24,0.800786774
16,25,0.882851587
16,26,0.981757859
16,27,0.949562828
16,28,0.819263374
16,29,0.82581631
16,30,0.776762987
16,31,0.748772955
16,32,0.859092697
16,33,0.790470094
16,34,0.740032515
16,35,0.765979697
16,36,0.765835157
16,37,0.759805065
16,38,0.775033179
16,39,0.833732728
16,40,0.836980698
16,41,0.872710906
16,42,0.819525577
16,43,0.890629715
16,44,0.767435026
16,45,0.789239665
16,46,0.732974593
16,47,0.875281587
16,48,0.77044557
16,49,0.869977008
16,50,0.939604692
16,51,1
16,52,0.93624706
16,53,0.831000007
16,54,0.793820007
16,55,0.768940602
16,56,0.890103756
16,57,0.870839235
16,58,0.760622062
16,59,0.811210267
16,60,0.859824871
17,1,0
17,2,0.695802122
17,3,0.774753449
17,4,0.823542233
17,5,0.743610136
17,6,0.729531217
17,7,0.960147703
17,8,0.795629881
17,9,0.914236094
17,10,0.689376906
17,11,1
17,12,0.812085221
17,13,0.92921706
17,14,0.857792653
17,15,0.74436097
17,16,0.755108265
17,17,0.738691626
17,18,0.839248344
17,19,0.880263219
17,20,0.722131741
17,21,0.693560191
17,22,0.725479597
17,23,0.821720167
17,24,0.677868597
17,25,0.701595647
17,26,0.765551102
17,27,0.810138964
17,28,0.922872665
17,29,0.977685035
17,30,0.718137526
17,31,0.590138715
17,32,0.585590324
17,33,0.680745014
17,34,0.671582985
17,35,0.789170724
17,36,0.679995315
17,37,0.910537336
17,38,0.858004109
17,39,0.792043532
17,40,0.65289632
17,41,0.776947932
17,42,0.812341555
17,43,0.815207848
17,44,0.70663852
17,45,0.630715673
17,46,0.858673046
17,47,0.65135332
17,48,0.769198106
17,49,0.829203134
17,50,0.741080225
17,51,0.646643606
17,52,0.932155288
17,53,0.487694314
17,54,0.766390582
17,55,0.830687958
17,56,0.676807521
17,57,0.688520247
17,58,0.695242518
17,59,0.974868757
17,60,0.852564439
18,1,0
18,2,0.036060061
18,3,0.058937482
18,4,0.267429775
18,5,0.285660173
18,6,0.418986354
18,7,0.45141282
18,8,0.469745394
18,9,0.505637619
18,10,0.742995591
18,11,0.714957984
18,12,0.727809584
18,13,0.762189991
18,14,0.759086742
18,15,0.730848416
18,16,0.834230473
18,17,0.756799365
18,18,0.857890099
18,19,0.799463087
18,20,0.77259678
18,21,0.859039334
18,22,0.755385693
18,23,0.782541536
18,24,0.822329244
18,25,0.934709936
18,26,0.89059847
18,27,0.643014793
18,28,0.703774858
18,29,0.759733678
18,30,0.824479652
18,31,0.76883877
18,32,0.866605347
18,33,0.901649262
18,34,0.84737613
18,35,0.80771236
18,36,0.866942663
18,37,0.852332749
18,38,0.859980302
18,39,0.989385285
18,40,0.78354956
18,41,0.848359652
18,42,0.783412206
18,43,0.74171363
18,44,0.679645325
18,45,0.683256279
18,46,0.627157889
18,47,0.753528012
18,48,0.712715567
18,49,0.951918539
18,50,0.991686577
18,51,0.734409981
18,52,0.976252726
18,53,0.771488929
18,54,0.649747273
18,55,0.825501112
18,56,1
18,57,0.901710751
18,58,0.870747479
18,59,0.733616086
18,60,0.814212398
19,1,0
19,2,0.629582106
19,3,0.833068551
19,4,0.615125914
19,5,0.677445556
19,6,0.688163162
19,7,0.757632355
19,8,0.923399811
19,9,1
19,10,0.989006997
19,11,0.562260728
19,12,0.607401734
19,13,0.972304714
19,14,0.730578592
19,15,0.57642942
19,16,0.808496872
19,17,0.487885265
19,18,0.657855156
19,19,0.566055835
19,20,0.822979948
19,21,0.904812039
19,22,0.743951372
19,23,0.845165439
19,24,0.88192572
19,25,0.799081036
19,26,0.623882478
19,27,0.857414228
19,28,0.789212151
19,29,0.595349483
19,30,0.644782275
19,31,0.876449636
19,32,0.491169683
19,33,0.742169708
19,34,0.59520098
19,35,0.770998261
19,36,0.499702762
19,37,0.492903143
19,38,0.713140776
19,39,0.573010021
19,40,0.848211942
19,41,0.731126248
19,42,0.632214666
19,43,0.625826685
19,44,0.387145983
19,45,0.628844875
19,46,0.893142391
19,47,0.647845247
19,48,0.53100025
19,49,0.706674019
19,50,0.735809715
19,51,0.456852867
19,52,0.741315435
19,53,0.84663078
19,54,0.656173832
19,55,0.56338267
19,56,0.472482292
19,57,0.615209307
19,58,0.524960189
19,59,0.602145919
19,60,0.557478901
20,1,0
20,2,0.058724392
20,3,0.058858524
20,4,0.183502706
20,5,0.205548372
20,6,0.509737634
20,7,0.34078373
20,8,0.459968449
20,9,0.547784602
20,10,0.706700778
20,11,0.550601745
20,12,0.688555387
20,13,0.627771394
20,14,0.5551568
20,15,0.723244534
20,16,0.737809778
20,17,0.739555292
20,18,0.57480762
20,19,0.612707367
20,20,0.755553032
20,21,0.822450467
20,22,0.708742127
20,23,0.996481045
20,24,0.652691191
20,25,0.63361271
20,26,1
20,27,0.624758285
20,28,0.681671577
20,29,0.594392539
20,30,0.603168316
20,31,0.630516772
20,32,0.697278724
20,33,0.64452259
20,34,0.77612838
20,35,0.63796838
20,36,0.835283103
20,37,0.571085951
20,38,0.528720341
20,39,0.753090449
20,40,0.878107035
20,41,0.696988842
20,42,0.88719664
20,43,0.681291393
20,44,0.606748223
20,45,0.522900173
20,46,0.77840936
20,47,0.539490281
20,48,0.650923756
20,49,0.624044227
20,50,0.728481868
20,51,0.788869872
20,52,0.786285346
20,53,0.758974313
20,54,0.602769182
20,55,0.732247861
20,56,0.849596523
20,57,0.75830852
20,58,0.712079905
20,59,0.569710161
20,60,0.774733094
21,1,0
21,2,0.715720917
21,3,0.629343826
21,4,0.756095196
21,5,0.679082551
21,6,0.789897667
21,7,0.644350244
21,8,0.669873175
21,9,0.991178496
21,10,0.64755553
21,11,0.740406377
21,12,0.777976668
21,13,0.884600154
21,14,0.568878598
21,15,0.679341935
21,16,0.556535944
21,17,0.524295009
21,18,0.622542961
21,19,0.726903213
21,20,0.451112733
21,21,0.859102998
21,22,0.910475489
21,23,0.432187704
21,24,0.526627928
21,25,0.713123913
21,26,0.688282984
21,27,0.926767446
21,28,0.650489924
21,29,1
21,30,0.478360862
21,31,0.610440594
21,32,0.61321241
21,33,0.431030073
21,34,0.628777302
21,35,0.563238663
21,36,0.692783606
21,37,0.674411059
21,38,0.954130716
21,39,0.802008045
21,40,0.611491978
21,41,0.22136652
21,42,0.570445139
21,43,0.44428581
21,44,0.999297019
21,45,0.558645855
21,46,0.599269434
21,47,0.592758412
21,48,0.56153989
21,49,0.238042838
21,50,0.940268521
21,51,0.602998455
21,52,0.439447433
21,53,0.533959113
21,54,0.829309391
21,55,0.540364028
21,56,0.541229562
21,57,0.459574549
21,58,0.290012861
21,59,0.430206785
21,60,0.368663816
22,1,0
22,2,0.043004123
22,3,0.06164918
22,4,0.229827786
22,5,0.295059394
22,6,0.443913653
22,7,0.320537385
22,8,0.357073221
22,9,0.485728872
22,10,0.722305098
22,11,0.663585044
22,12,0.725593083
22,13,0.578450042
22,14,0.568865075
22,15,0.814947708
22,16,0.827969802
22,17,0.517034257
22,18,0.452741007
22,19,0.823735464
22,20,0.703928069
22,21,0.702989296
22,22,0.79883089
22,23,0.72217503
22,24,0.814912249
22,25,0.888589964
22,26,0.500018945
22,27,0.736174296
22,28,0.691771834
22,29,0.773750619
22,30,0.795457877
22,31,0.515608983
22,32,0.731884343
22,33,0.532392563
22,34,0.613185053
22,35,0.697552392
22,36,0.828954735
22,37,0.731430109
22,38,0.755961221
22,39,0.479623146
22,40,0.728509919
22,41,0.910786167
22,42,0.378488315
22,43,0.778659837
22,44,0.289680965
22,45,0.612821185
22,46,0.709937968
22,47,0.416893506
22,48,0.802888847
22,49,0.745644043
22,50,1
22,51,0.907856597
22,52,0.685237339
22,53,0.776657891
22,54,0.694601829
22,55,0.386463351
22,56,0.83440574
22,57,0.827630614
22,58,0.804140031
22,59,0.728804097
22,60,0.709959122
23,1,0
23,2,0.905493179
23,3,0.550173533
23,4,0.579538344
23,5,0.843996937
23,6,0.62512945
23,7,0.519846081
23,8,0.8310247
23,9,0.677611621
23,10,0.501061659
23,11,0.959334648
23,12,0.639683491
23,13,0.561165624
23,14,0.449336093
23,15,0.595551065
23,16,0.877605074
23,17,0.789345857
23,18,0.527266245
23,19,0.646783333
23,20,0.807659621
23,21,0.89846352
23,22,0.626803483
23,23,0.519053667
23,24,0.714224172
23,25,0.499439798
23,26,0.826402971
23,27,0.546771796
23,28,0.609764239
23,29,0.37776869
23,30,0.540131335
23,31,0.711537905
23,32,0.830134895
23,33,0.869495893
23,34,0.415829326
23,35,0.623165489
23,36,0.628613205
23,37,0.651671482
23,38,0.7094169
23,39,0.710146364
23,40,0.582200509
23,41,0.61971513
23,42,0.555934915
23,43,0.553485278
23,44,0.79337825
23,45,0.445039185
23,46,0.569703007
23,47,0.4374483
23,48,0.764935455
23,49,0.482612883
23,50,0.374081908
23,51,0.428979823
23,52,0.753757152
23,53,1
23,54,0.542043775
23,55,0.738091285
23,56,0.855159232
23,57,0.803019949
23,58,0.913154038
23,59,0.549989194
23,60,0.778736422
24,1,0.037451002
24,2,0
24,3,0.087639788
24,4,0.214855582
24,5,0.493603488
24,6,0.480547379
24,7,0.411031045
24,8,0.549860628
24,9,0.396685656
24,10,0.338450876
24,11,0.448610498
24,12,0.401816065
24,13,0.748097082
24,14,0.562175092
24,15,0.426385927
24,16,0.608330365
24,17,0.492819954
24,18,0.545512875
24,19,0.791563441
24,20,0.844859223
24,21,0.503782312
24,22,0.568347217
24,23,0.702256849
24,24,0.681995855
24,25,0.595171135
24,26,0.838238937
24,27,0.396648709
24,28,1
24,29,0.551009978
24,30,0.702105969
24,31,0.502800921
24,32,0.447034813
24,33,0.771777596
24,34,0.582253682
24,35,0.622016517
24,36,0.604058317
